TimePoint,Experiment,Group,Date,Time,Mode,Multiple Reads per Well (Circle (filled)),Multiple Reads per Well (Border),Excitation Wavelength,Emission Wavelength,Excitation Bandwidth,Emission Bandwidth,Gain,Number of Flashes,Integration Time,Lag Time,Settle Time,Well,Mean,StDev,5;14,6;14,7;14,8;14,9;14,11;13,10;13,9;13,8;13,7;13,6;13,5;13,4;13,3;13,2;12,3;12,4;12,5;12,6;12,7;12,8;12,9;12,10;12,11;12,12;12,13;11,12;11,11;11,10;11,9;11,8;11,7;11,6;11,5;11,4;11,3;11,2;11,1;11,1;10,2;10,3;10,4;10,5;10,6;10,7;10,8;10,9;10,10;10,11;10,12;10,13;10,14;9,13;9,12;9,11;9,10;9,9;9,8;9,7;9,6;9,5;9,4;9,3;9,2;9,1;9,0;9,0;8,1;8,2;8,3;8,4;8,5;8,6;8,7;8,8;8,9;8,10;8,11;8,12;8,13;8,14;8,14;7,13;7,12;7,11;7,10;7,9;7,8;7,7;7,6;7,5;7,4;7,3;7,2;7,1;7,0;7,0;6,1;6,2;6,3;6,4;6,5;6,6;6,7;6,8;6,9;6,10;6,11;6,12;6,13;6,14;6,14;5,13;5,12;5,11;5,10;5,9;5,8;5,7;5,6;5,5;5,4;5,3;5,2;5,1;5,0;5,1;4,2;4,3;4,4;4,5;4,6;4,7;4,8;4,9;4,10;4,11;4,12;4,13;4,13;3,12;3,11;3,10;3,9;3,8;3,7;3,6;3,5;3,4;3,3;3,2;3,1;3,2;2,3;2,4;2,5;2,6;2,7;2,8;2,9;2,10;2,11;2,12;2,11;1,10;1,9;1,8;1,7;1,6;1,5;1,4;1,3;1,5;0,6;0,7;0,8;0,9;0
8h,1,control,2021/12/13,19:08:09,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B2,12588,1122,4867,9634,12896,10965,13080,11867,11891,12947,12449,11666,13193,12638,11973,12481,12517,11671,13128,11994,12624,13338,12760,11862,12828,12480,11726,12121,11530,12646,11677,12299,12969,12423,11739,11915,12999,12034,11933,12223,12951,12804,13876,13150,12835,13170,12370,11356,11545,12785,11901,11875,12102,13240,9999,12804,13504,13886,13275,13751,12516,12109,12000,11558,12016,12378,12117,12026,12805,12483,13968,13949,14136,14283,13196,13128,12881,11208,11251,11853,12530,11928,11959,13258,11288,13431,14694,14612,13946,12937,12687,12100,11413,10496,12014,12463,11680,11985,14023,11602,14547,14871,14168,13686,13042,13207,12169,10617,10879,12142,12386,12148,12070,13407,11220,12801,14736,14450,13939,13474,12933,12409,11692,11403,12186,12315,11924,12089,13799,12075,13891,14558,13955,12543,12457,12139,11617,12714,12569,12573,12078,13661,11179,12718,14480,13703,12632,12788,13121,12152,12058,12381,12842,12336,13683,11824,13003,14212,13767,12406,13126,13734,13074,12047,12347,13885,10904,12498,14439,13397,11883,12793,13448,12610,13738,11295,13406,13696,12768
8h,1,control,2021/12/13,19:08:09,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B3,12220,1267,5079,10472,19515,11753,9756,14282,11135,11265,10900,13085,12887,11764,11094,12541,11812,10982,13324,11927,12175,12896,12516,11294,12210,12269,11667,11997,11490,12292,11450,11906,12613,12315,11342,11326,12044,12110,11458,11527,11815,12537,13286,12253,12517,12971,12145,10729,11104,11965,11781,11646,11700,12742,9759,12214,13259,13701,13150,13225,12093,11325,11154,10981,11863,11994,11631,11718,13344,11847,13764,13604,13756,13441,13031,12940,12751,10477,10483,11403,11810,11989,11538,12527,11377,13320,13941,14276,13689,12833,11871,11745,10217,9804,11579,11964,11331,11599,13602,11150,14065,14556,13999,12813,12841,12839,11859,10163,10413,11609,11922,11728,11538,13142,10594,12716,14661,14063,12824,12989,12816,12175,10750,10974,12067,12147,11361,11738,12918,11637,13884,13893,13995,11861,11583,11664,11416,11922,12344,12091,11747,13628,10546,12304,14047,13194,11994,12300,12313,11737,11742,12099,12225,11666,13535,11443,12694,13876,13153,12183,12491,13035,12694,11691,11754,13465,10610,12168,13719,12615,11712,12446,12978,12380,13319,11081,13072,13148,12815
8h,1,pos,2021/12/13,19:10:15,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A1,46549,3949,28223,32618, ,46731,37894,50102,46315,40633,41975,48752,49462,44414,42485,47362,44494,41619,49861,44030,46368,47874,49172,43940,46259,46125,45577,45062,42573,48932,43791,44365,46735,46514,42815,44169,46523,44585,44152,46067,44500,47687,51923,47165,48062,48050,46442,42334,43871,46569,45749,44327,44667,48569,36600,47585,50616,51610,49163,50457,45640,43812,42933,42889,43786,44995,44445,45384,49085,45301,53240,51768,52301,50323,49717,47406,46262,40626,42855,44670,46551,45272,44702,47127,42851,48742,52646, ,52158,48769,43684,41830,39943,40478,43627,44473,43649,45504,50742,42467,53486,55325,52773,48864,49038,49073,46998,38838,42061,45588,47030,45888,45288,50995,40349,48825,55072,53598,49532,49804,47794,45319,43056,42882,44969,45635,44394,45405,50587,44611,52313,52991,51920,45096,45024,44530,45159,46911,46994,46899,46206,51166,40322,46867,53545,50031,45465,46905,47665,45551,43892,45806,47028,46058,51541,43965,48388,53386,51884,46153,47971,50895,48545,44540,45652,52054,41240,45725,53066,49587,45118,47207,51052,49354,50113,42812,50996,50545,49684
8h,1,pos,2021/12/13,19:10:16,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A2,52092,3871,38847, ,45497,40102,52218,52149,37834,55350,53998,51954,51841,53932,49305,52487,51543,48167,55729,49098,52532,56395,52918,49207,52210,53293,50490,50426,48410,53746,47847,51669,53970,51803,48926,50181,52711,51134,49051,51019,53845,51166, ,53743,54761,54336,52704,47497,49408,52668,50936,50191,50405,54422,41740,54068,57032, ,55643,56641,51273,49519,49095,48894,49429,50799,50948,51441,52719,51973, ,59622, ,58160,56147,54083,52720,46302,47567,50311,51189,51103,50273,55301,48087, , , ,57757,55259,50970,48189,45688,45240,50055,51080,49882,51285,57849,48099, , , ,56787,55717,54975,51811,44376,48090,51213,52789,51666,50120,55615,46840,54649, , ,56831,56333,54938,51863,48276,49063,51305,51613,50657,51197,58329,50155, ,60774,59898,51418,51173,50224,50812,52790,53312,52900,50773,57568,45317,53847, ,56523,52151,53037,53471,51087,50246,51898,53261,52512,58360,50008,54222,58372,57216,51822,54715,57371,54856,50617,51649,59039,45860,51916,60024,55889,50237,53568,56534,54808,56993,47357,56240,57349,56215
8h,1,pos,2021/12/13,19:10:17,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A3,47148,4087,31325, ,50695,35500,47142,42661,35090,47500,49214,45606,46256,46651,43946,46641,46163,43182,51533,43298,47234,48474,48337,43249,46884,46720,46315,45964,42635,49144,43831,46367,47201,49001,43302,45111,45594,46475,43685,44764,48917,46194,52567,46488,48705,47649,46706,40880,43455,46038,45890,45180,45504,46525,37282,47719,50582,53139,50804,51368,44307,44076,42590,43935,44544,45223,45218,46859,49690,45447,54549,52465,52945,50862,52115,46985,48772,39991,42895,44506,46294,46669,45637,49084,41909,51957,53996,55316,51682,49276,44740,44042,39374,40891,44297,46165,44817,46089,49885,44347,53102,55393,54412,50414,49629,49661,45694,39551,42582,44499,46599,45984,45668,50773,40729,50814,56310,55136,49457,50678,47587,47008,41613,43927,45490,46196,44890,47164,53041,44591,53476,53602,54808,44934,47250,43630,45672,46441,47527,46406,47102,50395,40352,47315,53504,51713,46145,47444,46462,46316,45260,46389,46185,47643,52928,43596,49529,53008,52447,45668,48938,49832,50264,45528,46499,54064,41605,45937,53098,51509,45296,48043,49863,50000,50735,42340,51400,50988,51713
8h,2,stim,2021/12/17,18:23:47,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A1,15614,1439,10194,11894,22200,15365,13627,18238,14278,13873,13882,16353,16065,15322,14361,16211,14965,14055,17238,14441,15683,16066,16178,14695,15620,15216,15052,15106,14309,16011,14694,15041,15739,15509,14240,14393,15298,15101,14504,15130,16004,15239,17468,15543,16500,16064,15616,14043,14561,15507,15223,14936,14865,15203,12046,15891,16693,16987,16609,16915,15349,14571,14127,13695,14560,15099,14820,15230,16506,14829,18075,17572,17505,16874,16779,15556,15532,13283,14228,14893,15465,15508,14936,16132,14120,16796,17844,18007,17018,16435,14536,14142,13153,13087,14636,15351,14430,15120,16955,14396,18101,18855,17770,16645,16215,15896,15221,13004,14016,14907,15450,15416,15230,16665,13811,16471,18608,17859,16426,16706,16343,15582,14024,14009,15204,15395,14766,15162,17141,14422,17389,18277,17691,15139,14864,14840,14807,15336,15773,15683,15585,16972,13550,15507,17826,16982,15222,15836,15784,15006,14620,15225,15753,15289,17181,14552,16227,17872,17526,15316,16344,16828,16425,15084,15404,17716,13624,15349,17967,16942,14814,15317,16644,16237,16737,14184,16702,16968,16158
8h,2,stim,2021/12/18,18:23:47,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A2,17518,1531,12549,22956,18276,12566,17376,16848,12065,18466,18756,16184,16569,17542,16436,17170,16898,16403,18152,16301,17233,18918,17290,16099,17446,17808,16735,17473,16202,17922,16035,17397,17504,17467,16241,16732,17601,16924,16284,16860,16641,17924,19124,17465,18043,18226,17278,15724,15885,17211,17064,16735,16989,18259,14020,17828,19002,19546,18502,18882,16868,16353,16608,15771,16037,16746,16765,17222,18662,16805,20113,19261,19619,19294,18798,17941,17798,15494,15772,16489,17166,17297,16583,17835,16370,18924,19723,20301,19404,18162,16602,16036,15156,14919,16289,16714,16421,16892,19213,15823,19939,20946,20009,18371,18110,18189,17113,14756,15501,16708,17167,17197,16600,19167,15297,18261,20489,20405,18576,18781,17948,17029,15805,16116,16835,17166,16799,17452,19081,16683,19783,20117,19875,16896,17505,17105,16798,17606,17642,17663,17173,19572,14968,17793,19777,18874,17338,17710,17673,16984,16658,17168,17303,17316,19890,16208,18053,19650,19047,17066,17900,18962,18189,16734,17220,19288,15440,17450,20013,18639,16439,17927,19099,17999,18879,15949,18906,19330,18353
8h,2,stim,2021/12/19,18:23:47,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A3,16319,1469,11149,19111,13994,11516,15889,15211,11224,17539,17337,15189,15363,16226,15367,16101,15776,15121,17239,15079,16294,17816,16265,14657,16691,16477,15517,15718,14702,16641,15304,16411,17331,16290,15217,15339,16408,15701,15259,15614,16585,16062,18087,16579,16636,17103,15991,14672,14842,15826,15708,15599,16000,16936,13020,16560,18076,18422,17233,17743,15960,14892,14726,14881,15872,15958,15469,16167,16588,16273,18660,18000,18209,18132,17391,16994,16692,14379,14264,15095,15673,16147,15792,17145,14642,17974,18914,19160,18320,16653,15860,14931,13846,13683,15498,16059,15596,15727,18229,14938,18559,19756,18889,17349,17282,17010,16044,13795,14253,15381,16261,15922,15624,17489,14232,17011,19559,18678,17336,17589,16718,15760,14610,14814,15923,15941,15434,16077,17965,15525,18607,18543,18648,15955,16177,16120,15121,16109,16277,16502,15998,18176,14033,16374,18866,17716,15999,16351,16528,15702,15739,16355,16314,15905,18059,15307,16825,18186,17791,16004,16858,17613,16981,15529,16384,18395,14593,15973,19294,17318,15644,16705,17608,16727,17753,14624,17481,17377,17384
8h,2,control,2021/12/20,18:23:47,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B1,11227,1062,3948,8792,12467,9058,11787,11270,10316,11469,10648,10430,11730,11187,10537,10994,11273,10251,11919,10404,11327,11668,11640,10541,11454,11163,10791,10667,10364,11264,10591,10956,11619,11510,10510,10634,11019,10767,10629,10562,11498,11020,12664,11292,11694,11703,11009,10101,10660,11428,10840,10639,10823,11988,8910,11331,11924,12459,11712,12426,11026,10867,10228,10143,10657,10736,10798,10660,11356,11353,12641,12523,12819,12252,11945,11355,10931,9774,10169,10737,11301,11105,11032,11983,10222,12068,12912,13140,12317,11861,11048,10903,9990,9224,10177,10816,10481,10836,12711,10348,13188,13322,12833,11538,11780,11680,11204,9150,10143,10776,11206,10917,10855,12019,10119,11649,13356,12876,12312,11985,11642,10965,10114,10266,10795,11156,10567,11051,12406,10581,12781,13096,12624,10419,10972,10646,10885,11085,11121,11112,10975,12445,9714,11572,13171,12376,10882,11404,11602,10889,10459,10995,11158,10879,11907,10713,11750,12562,12666,11128,11587,11988,11419,10542,11081,12602,9590,11138,12915,11937,10704,11454,11757,11753,12286,9891,12524,12061,11776
8h,2,control,2021/12/21,18:23:47,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B2,11681,1131,3760,8538,12552,9767,12173,11545,10958,12855,10933,10925,12442,11716,10891,11562,11553,10821,12522,11091,11765,12306,11844,10835,11617,11678,11361,11396,10689,12140,10689,11297,11913,11547,10766,11117,11828,11702,10996,11293,11332,12123,13094,11809,11910,12326,11710,10593,10594,11320,11443,11250,11267,11908,9292,12110,12599,12902,12395,13012,11501,10991,10379,10711,11244,11761,11130,11527,12602,11702,13904,12947,12984,12943,12667,11898,11384,10096,10390,11097,11570,11384,11198,12226,10842,12477,13520,13531,12939,12214,11509,11306,9787,9488,10940,11491,10750,11442,13001,11197,13625,14123,13054,12431,12363,12082,10981,9727,10321,11232,11906,11334,11373,12670,10323,12276,13869,13526,12295,12636,12196,11486,10209,10423,11671,11369,10868,11516,12206,11036,13106,13334,13295,11361,11224,11116,10882,11574,11597,11648,11255,13118,10210,11761,13455,12832,11818,11903,11693,11039,11299,11469,11699,11379,13051,10912,12121,13154,12789,11678,12226,12494,12022,11203,11387,13019,10165,11435,13352,12086,11124,11753,12328,12048,12958,10365,12443,12874,12322
8h,2,control,2021/12/22,18:23:47,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B3,11467,1199,4773,9712,18731,11343,9159,13956,10324,10520,10056,12052,11999,10862,10609,11672,11139,10378,12274,11031,11432,11882,11798,10552,11456,11494,11221,10994,10550,12032,10629,11253,11834,11557,10892,10748,11323,11184,10686,10975,11879,11118,12828,11199,11992,12142,11708,10175,10314,11217,11051,10912,10909,11438,8965,11604,12195,12690,12712,11828,10472,10363,10420,10345,11178,11392,10894,11134,12145,11029,13142,12446,12693,12689,12485,12192,11961,9796,9834,10667,11179,11137,11039,12242,10778,12603,13487,13321,12722,11968,11191,11053,9775,9299,10483,11482,10934,11272,11891,10671,13132,13502,12969,12282,11918,12016,11462,9519,9893,11081,11323,11211,10922,12498,10028,12327,13753,13079,12020,11940,11839,11361,10301,10474,11012,11155,11006,11075,12411,10721,12977,12831,13159,10993,11178,10936,10631,11179,11490,11334,11093,12186,9949,11218,12992,12224,11404,11221,11531,11031,10962,11384,11507,11216,12638,10733,11706,12889,12906,10987,11650,12124,11715,10992,11342,13011,10050,11323,13310,12198,10959,11549,12052,11735,12336,10439,12257,12040,12052
8h,2,pos,2021/12/23,18:25:57,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A1,39447,3739,22645,26294,56521,40816,32908,43085,40416,34191,35280,42190,42393,37064,36138,40455,37434,34879,42669,37036,39124,40601,41528,36651,39193,38950,39062,38229,36002,41144,36807,38854,39941,40136,36171,37484,39287,38178,37012,38523,38095,40325,44045,39301,40766,41345,39590,35732,36969,39230,38354,37886,38089,41659,31028,39698,42387,43698,41298,43335,37618,37555,35351,35987,36539,38492,37356,38806,41348,37418,45589,43595,44547,42668,42456,39322,39784,33579,35591,36039,38874,38543,38001,40032,36911,42280,44544,46127,43827,41135,36588,36225,33907,33652,36175,37581,37374,38892,42773,36143,45815,46611,45722,41085,41128,39838,39240,32683,34919,37171,39801,38619,37922,43110,34363,41340,46393,45511,41780,42316,40256,39715,36072,35507,37932,38439,37790,38868,42720,37790,44946,44381,44817,37675,38135,37467,38392,38270,39554,39229,38514,43489,34106,39875,45745,43005,38111,39629,39670,38493,37124,38550,39225,39133,43565,36315,41103,44746,43886,38624,40724,41927,40646,37231,39089,44028,34275,38272,44415,41894,37494,39600,42230,41516,43091,35371,42757,42247,41710
8h,2,pos,2021/12/24,18:25:57,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A2,45782,3865,32027,37875,45473,31943,44497,43072,32919,49277,49247,43815,44093,45846,43980,45513,44557,41818,48556,42617,45955,49351,46174,43179,46938,46488,44410,44657,42284,47256,42226,45805,47784,45937,42617,43732,45584,44032,43055,44684,46699,45051,50014,46121,47263,48448,45858,41572,41878,45620,44724,44267,44673,48398,36698,47149,49911,51119,48898,49303,44136,43078,42255,42229,42521,44367,44204,45012,46154,45105,51254,49990,51494,50933,48900,47032,47110,39629,40935,43854,45320,45171,44567,48470,42159,50015,52740,53357,50534,47777,43515,43319,38961,38225,42738,44586,43320,44356,49612,40784,51122,54475,52434,48530,47824,47596,45939,38345,40726,44447,45600,45422,44909,48639,40826,47612,54085,53081,48947,48887,46820,44975,41428,41759,43891,44478,43634,45526,50326,42907,50133,52581,51889,44851,44795,43748,44034,45513,45918,46053,44684,50538,40607,46748,53142,50122,44511,45730,46180,44124,43400,44469,45708,45190,49957,42541,47148,50675,50409,43576,47046,49465,47953,44026,45664,51440,40606,45599,52364,49315,43455,46284,49283,47660,49288,40827,48617,49431,48237
8h,2,pos,2021/12/25,18:25:57,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A3,44819,4100,28847,34401,43703,29321,42854,41596,31313,47125,47456,41917,42852,45390,42168,43755,41821,42225,47611,41033,44308,48003,45097,41161,44560,44979,44085,43678,40445,46728,42121,44982,45625,45994,41726,43035,44297,43449,42100,43260,45912,44372,49933,44111,46216,46626,44517,39586,41023,43961,43625,43321,43283,44793,35812,44881,47081,51520,48699,48654,42889,41701,41317,41877,41959,43411,43037,44618,47911,43064,51848,48718,50577,49477,49302,46295,46977,38334,39234,41622,44318,44268,43106,48012,41104,49692,51320,52534,49117,46654,42227,42340,37346,38175,41331,44376,42132,44591,47684,42392,51025,52498,51730,48299,47738,46373,44408,38097,38604,42187,44758,44402,43385,48781,39790,48289,54027,52105,47519,47878,45642,44874,40156,40854,43135,44258,43171,44331,50053,42470,51281,50863,51739,43136,45047,42966,42958,43873,45076,44132,44309,48497,38988,44904,51121,49488,44062,44959,45659,44521,42846,44109,45496,45221,50403,42451,47488,50260,50006,43448,46322,47743,46789,42769,44833,51279,39498,44544,52185,48739,42253,46528,47689,47052,48830,41113,48205,48292,48284
24h,1,stim,2021/12/14,18:50:55,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A1,20395,1878,12658,14919,29542,20680,17335,22072,20449,17841,18037,20761,21472,19805,18552,20488,20022,18454,21955,19602,20649,21511,21537,19446,20675,20219,19607,19503,18800,21142,18928,19430,20466,19805,18716,18728,19979,19049,18953,19436,19225,20986,23088,21074,21244,21265,20163,19018,18826,20775,20042,19507,19020,20745,15724,19809,21351,21372,20122,20511,18503,18084,18070,17693,18165,18789,18797,19349,21025,20032,23199,22640,22772,22342,21537,20400,20268,17594,19036,20031,20049,20098,19362,20184,18223,21431,22637,23076,22174,20743,19039,17872,17706,17189,19158,19777,19256,20162,22858,18883,23479,24523,23372,21667,21678,21729,20691,17477,18598,20349,20689,20253,19364,21915,17985,21128,24094,23390,21954,21605,21181,20251,18924,18975,19918,19768,19482,20505,22389,19859,22925,23582,22830,19705,19917,20197,19979,20745,20855,20959,20276,22352,17669,20651,23561,21681,19738,20459,20881,20013,19478,19601,20537,20435,22707,19391,21196,23758,22509,20535,21458,22326,21501,19593,19751,22343,17589,20151,23081,21658,19584,20478,22440,21334,22332,18782,22083,22446,21408
24h,1,stim,2021/12/14,18:50:55,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A2,20944,1656,15056,22247,19673,16366,20843,20267,15035,21619,21630,19879,20543,21368,19958,20469,19958,19634,21314,19460,20659,22713,21009,19453,20777,21280,20009,20164,19699,21043,18944,20492,21762,20461,19856,19924,20948,20056,19529,20036,21611,20409,23204,21119,21594,21973,20637,19330,19392,21391,20699,19915,20132,22127,16733,21377,22457,23077,22423,22901,20690,19810,20377,19422,19755,20177,20165,20479,21240,20738,23738,23365,23229,23131,21804,21745,20948,18425,19158,20108,20962,20971,20045,21697,18978,22252,23696,23908,23055,21677,19915,18901,18462,18170,20085,20222,19447,19988,22940,18807,23885,24515,23400,22467,22043,22437,20825,18276,19135,20462,20821,20461,19781,22026,18338,21268,24288,24313,22528,22137,21977,20395,19320,19364,20621,20297,19661,20409,23214,19581,23119,24356,23331,20518,20206,20782,19668,21128,20916,21165,20304,22978,18069,20843,23711,22684,20357,21062,21700,20388,19900,20554,20905,20348,22995,19987,21573,23335,22720,20728,21615,23070,21514,20003,20680,23195,18255,20408,24429,21918,19910,21031,22627,21930,22527,18970,22325,22837,21930
24h,1,stim,2021/12/14,18:50:55,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A3,22272,1907,15286,17410,22865,16327,21571,21776,15633,22992,23003,21350,21526,23525,21185,21818,21696,20655,23772,19910,22413,23397,22405,20277,21917,22241,21767,21806,20593,23142,20835,22004,23009,22560,20802,21208,22019,21513,20287,21305,22959,22081,25090,22132,22501,23272,21905,20064,20293,21720,21506,21576,21392,21876,17742,22288,23929,24707,23674,24115,21471,20401,20581,20919,21136,21724,21278,21838,24036,22006,25598,24695,24526,24512,23892,23249,23219,19230,20000,21048,21824,21976,21554,23388,20247,24484,25602,25619,24437,23214,21398,20630,18719,19095,20706,21714,21219,21656,23732,21468,24985,26337,25355,24431,23733,23768,22147,18643,19793,21513,22220,21858,21373,24027,19175,23342,26018,25467,23392,23844,22852,22113,19890,20438,21619,21965,21394,22066,24605,21082,25084,25843,25586,21693,22082,22085,20997,22055,22081,22398,22110,23585,19454,22199,25003,24273,21911,22540,22548,21975,21920,22059,21854,22002,24947,20915,22834,25187,24619,21993,23229,24269,23907,21286,22022,25090,19948,21455,25648,23869,21017,22918,23895,23296,24005,20263,24078,24198,23738
24h,1,control,2021/12/14,18:50:55,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B1,14163,1285,5647,10417,16192,11957,14678,13467,13051,14869,13800,13524,14832,14075,13383,14379,13317,13462,15049,13096,14259,14596,14614,13547,14068,14027,13625,13692,12959,14612,13491,13567,14427,14243,12894,13629,14254,13861,13174,13921,14646,14270,16003,14472,14806,14862,13938,12887,13562,14403,13690,13569,13536,13933,11445,14469,14893,15433,15288,15394,13697,13496,13329,12733,13473,13825,13229,13626,14960,13899,16474,15791,15914,15284,15132,14382,13971,12268,13163,13680,13844,13878,13601,14830,12615,15184,16261,16455,15231,15055,13754,13294,12365,12013,13031,14058,13291,13446,14944,13452,15910,16890,15938,15205,14898,14597,13739,11877,12996,13434,14161,14014,13602,15307,12478,14614,17178,16420,14949,15490,14986,14104,13111,12921,13821,13849,13487,13792,15827,13427,16065,16168,16221,13406,13885,13353,13618,14196,14032,14110,13635,14956,12285,14352,15912,15401,13721,14327,14759,13985,13347,13850,14072,13752,15541,13201,14871,16012,15702,14247,14892,15598,14964,13455,13658,16015,12183,13649,15928,15036,13409,14425,14945,14452,15143,12542,15041,15495,14890
24h,1,control,2021/12/14,18:50:55,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B2,14259,1284,4794,10819,14193,12287,14603,13188,12914,14982,14437,13069,14439,13962,13465,14254,13905,13426,15191,13624,14416,15097,14587,13655,14385,14314,13537,13793,13176,14358,13136,13950,14759,14251,13373,13602,14328,13520,13601,13755,14665,14112,15703,14571,14929,15140,14221,13277,13326,14544,13647,13535,13263,14843,11415,14578,15034,15444,15415,15522,14064,13186,13519,13213,13817,13818,13677,13568,14336,14185,16322,16115,15636,15990,15052,15298,14379,12692,13036,13434,13850,13783,13365,15217,13154,15203,16212,16175,15744,15114,14594,13252,12719,12015,13667,14118,13517,13826,15980,13108,16347,17180,15735,15432,15116,15478,13921,12240,12908,13842,14020,14184,13498,14667,12808,14629,16648,16113,15311,15065,15056,13781,13160,13112,14127,13949,13397,13750,15754,13829,15811,16742,15806,14121,13919,13791,13521,14385,14411,14258,13760,15566,12690,14222,16449,15266,14284,14457,14831,13735,13841,14128,14096,13887,15489,13651,14525,15998,15660,14433,14758,15491,14517,13493,13962,15651,12400,13850,16491,14776,13735,14408,15329,14480,15489,12632,15033,15572,14778
24h,1,control,2021/12/14,18:50:55,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B3,15149,1546,6236,12834,24949,15064,11824,17545,13986,13603,13474,16018,16275,14333,13434,15194,14029,13866,16329,14572,14810,15644,15612,14241,15052,15265,14727,14501,14401,15294,14246,14673,15821,15316,14427,14541,15440,14677,14054,14467,14368,15721,16849,15090,15261,15709,14933,13659,13629,14664,14502,14478,14367,15564,12057,15422,16282,16751,15787,16237,14977,14026,13985,13948,14517,15214,14526,14754,16394,14974,17140,16594,16559,16662,16045,15824,15455,13057,13298,14509,14551,14638,14394,15132,14036,16023,17157,17299,16975,15643,14709,14178,13136,12482,14592,15127,14333,14612,17031,14231,17309,18051,17385,15992,15819,16257,15142,12809,13213,14610,14943,14636,14401,16449,13314,15823,17966,17053,16119,15809,15846,14853,13840,14002,14829,15113,14297,14805,15817,14596,16899,17278,16880,14533,14887,14493,14283,15204,15087,14947,14615,16495,12656,15565,17383,16023,14985,15229,15399,14731,14619,14800,14844,14804,17001,14317,15548,17082,16299,14988,15420,16380,15748,14276,14658,16818,13024,14580,17061,15897,14501,15173,16316,15364,16562,13818,16037,16108,15804
24h,1,pos,2021/12/14,18:53:27,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A1,438,39,496,487,453,479,476,463,457,439,446,439,489,454,455,538,503,465,470,447,445,423,415,410,426,477,440,433,440,418,421,407,420,405,413,425,405,437,423,461,442,414,439,427,429,418,445,394,388,387,418,429,458,435,418,470,434,400,414,435,371,399,428,411,365,427,435,477,432,416,410,380,419,383,383,439,390,407,401,396,373,436,434,455,421,426,425,405,428,391,409,385,361,410,402,428,434,423,451,397,358,400,387,383,380,387,424,438,444,413,473,491,476,519,470,486,447,437,410,413,374,399,393,392,412,410,398,419,436,414,365,415,429,441,408,419,439,485,455,497,514,546,496,485,476,481,484,421,466,416,441,455,426,438,464,450,456,481,427,432,482,506,470,494,529,556,495,522,520,500,483,462,418,460,456,497,474,510,470
